store_id,store_name,city,order_id,order_date,order_time,dep_name,sub_category,brand_name,qty,total_amount
ST1008,Brigade_Bangalore,Bangalore,104358212,10-04-2026,15:50:44,skin,Lip Balm,Juicy Chemistry,1,400
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Lip Liner,Faces Canada,1,397.38
ST1008,Brigade_Bangalore,Bangalore,104357849,10-04-2026,15:46:39,makeup,Eyeliner,Faces Canada,1,599
ST1008,Brigade_Bangalore,Bangalore,104379480,10-04-2026,19:41:29,skin,Sheet Mask,Good Vibes,2,99
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Face Sunscreen,Foxtale,1,445.5
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,hair,Hair Spray,Alps Goodness,1,273.67
ST1008,Brigade_Bangalore,Bangalore,104353598,10-04-2026,15:02:20,personal-care,Foot Care,DERMDOC,1,314.8
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,makeup,Foundation,Faces Canada,1,1221.65
ST1008,Brigade_Bangalore,Bangalore,104368521,10-04-2026,17:44:44,makeup,Lipstick,NY Bae,1,299
ST1008,Brigade_Bangalore,Bangalore,104346717,10-04-2026,13:41:55,skin,Sheet Mask,Good Vibes,1,49.5
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,fragrance,Deodorant & Roll-On for Women,Carmesi,1,249
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Makeup Remover,Faces Canada,1,216.42
ST1008,Brigade_Bangalore,Bangalore,104375288,10-04-2026,19:02:09,bath-and-body,Body & Massage Oil,Purplle,1,0
ST1008,Brigade_Bangalore,Bangalore,104346717,10-04-2026,13:41:55,skin,Sheet Mask,Good Vibes,1,49.5
ST1008,Brigade_Bangalore,Bangalore,104362899,10-04-2026,16:45:32,skin,Under eye serum & eye cream,Beauty of Joseon,1,1278
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Foundation,Faces Canada,1,1085.03
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,skin,Sheet Mask,Good Vibes,2,99
ST1008,Brigade_Bangalore,Bangalore,104370397,10-04-2026,18:07:14,makeup,Concealer and Colour Corrector,Lakme,1,198
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Makeup Remover,GUBB,1,172.8
ST1008,Brigade_Bangalore,Bangalore,104383803,10-04-2026,20:25:04,bath-and-body,Body & Massage Oil,Purplle,1,0
ST1008,Brigade_Bangalore,Bangalore,104378732,10-04-2026,19:33:52,skin,Face Wash and Cleanser,COSRX,1,765
ST1008,Brigade_Bangalore,Bangalore,104379480,10-04-2026,19:41:29,skin,Sheet Mask,Good Vibes,1,49.5
ST1008,Brigade_Bangalore,Bangalore,104358212,10-04-2026,15:50:44,bath-and-body,Body & Massage Oil,Purplle,1,0
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,hair,Shampoo,Alps Goodness,1,188.62
ST1008,Brigade_Bangalore,Bangalore,104369411,10-04-2026,17:55:02,makeup,Blush,NY Bae,1,215.67
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Lip Gloss,Faces Canada,1,288.81
ST1008,Brigade_Bangalore,Bangalore,104369411,10-04-2026,17:55:02,makeup,Foundation,NY Bae,1,237.31
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,skin,Lip Scrub,Juicy Chemistry,1,350
ST1008,Brigade_Bangalore,Bangalore,104369411,10-04-2026,17:55:02,makeup,Setting spray  powder & fixer,NY Bae,1,179.6
ST1008,Brigade_Bangalore,Bangalore,104389493,10-04-2026,21:16:15,skin,Face Sunscreen,Neutrogena,1,269.1
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,makeup,Blush,Faces Canada,1,599
ST1008,Brigade_Bangalore,Bangalore,104373042,10-04-2026,18:41:51,hair,Hair Serum,Bare Anatomy,1,615.09
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,makeup,Eyeliner,Faces Canada,1,569.67
ST1008,Brigade_Bangalore,Bangalore,104380754,10-04-2026,19:54:02,makeup,Kajal,Maybelline,1,313.64
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Sheet Mask,Good Vibes,7,315
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Mascara,Faces Canada,1,325
ST1008,Brigade_Bangalore,Bangalore,104375288,10-04-2026,19:02:09,makeup,Lipstick,Faces Canada,1,299.76
ST1008,Brigade_Bangalore,Bangalore,104353598,10-04-2026,15:02:20,skin,Night Cream,DERMDOC,1,255.34
ST1008,Brigade_Bangalore,Bangalore,104375288,10-04-2026,19:02:09,makeup,Lipstick,Faces Canada,2,933.34
ST1008,Brigade_Bangalore,Bangalore,104375288,10-04-2026,19:02:09,makeup,Mascara,Faces Canada,1,299.76
ST1008,Brigade_Bangalore,Bangalore,104378732,10-04-2026,19:33:52,makeup,Makeup Remover,NY Bae,1,99
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,bath-and-body,Body & Massage Oil,Purplle,1,0
ST1008,Brigade_Bangalore,Bangalore,104338647,10-04-2026,12:15:05,makeup,Setting spray  powder & fixer,Faces Canada,1,491.77
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,bath-and-body,Body Treatment,DERMDOC,1,240.06
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Sheet Mask,Good Vibes,2,90
ST1008,Brigade_Bangalore,Bangalore,104369411,10-04-2026,17:55:02,makeup,Highlighter & Illuminator,NY Bae,1,287.8
ST1008,Brigade_Bangalore,Bangalore,104391745,10-04-2026,21:39:55,hair,Hair Serum,Bare Anatomy,1,427.5
ST1008,Brigade_Bangalore,Bangalore,104379480,10-04-2026,19:41:29,skin,Serum & Essence,COSRX,1,1305
ST1008,Brigade_Bangalore,Bangalore,104369867,10-04-2026,18:00:18,makeup,Nail Polish Remover,Faces Canada,1,149
ST1008,Brigade_Bangalore,Bangalore,104362899,10-04-2026,16:45:32,makeup,Makeup Bag & Organizer,Purplle,1,1
ST1008,Brigade_Bangalore,Bangalore,104362899,10-04-2026,16:45:32,makeup,Compact,Faces Canada,1,553.17
ST1008,Brigade_Bangalore,Bangalore,104380754,10-04-2026,19:54:02,hair,Hair Brush & Comb,GUBB,1,121.5
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Lipstick,Faces Canada,1,614.54
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Face Sunscreen,Lotus Herbals,1,321
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,makeup,Makeup Remover,GUBB,1,172.8
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Makeup Remover,Garnier,1,275
ST1008,Brigade_Bangalore,Bangalore,104363838,10-04-2026,16:55:36,skin,Face Sunscreen,DERMDOC,1,291.5
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Concealer and Colour Corrector,Faces Canada,1,578.34
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Sheet Mask,Good Vibes,2,198
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,skin,Sheet Mask,Good Vibes,2,90
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,bath-and-body,Body & Massage Oil,Purplle,1,0
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Primer,Faces Canada,1,578.34
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Nail Polish,Faces Canada,1,249
ST1008,Brigade_Bangalore,Bangalore,104380754,10-04-2026,19:54:02,makeup,Lipstick,Maybelline,1,721.65
ST1008,Brigade_Bangalore,Bangalore,104383803,10-04-2026,20:25:04,makeup,Foundation,Faces Canada,1,449.37
ST1008,Brigade_Bangalore,Bangalore,104379480,10-04-2026,19:41:29,skin,Sheet Mask,Good Vibes,1,49.5
ST1008,Brigade_Bangalore,Bangalore,104377545,10-04-2026,19:21:55,makeup,Makeup Remover,Faces Canada,1,406.67
ST1008,Brigade_Bangalore,Bangalore,104347785,10-04-2026,13:55:16,personal-care,Face & Eyebrow Razor,Carmesi,1,199
ST1008,Brigade_Bangalore,Bangalore,104353598,10-04-2026,15:02:20,skin,Face Moisturizer and Day Cream,DERMDOC,1,244.84
ST1008,Brigade_Bangalore,Bangalore,104341290,10-04-2026,12:42:18,makeup,Loose Powder,Faces Canada,1,321.38
ST1008,Brigade_Bangalore,Bangalore,104338647,10-04-2026,12:15:05,makeup,Highlighter & Illuminator,Faces Canada,1,453.88
ST1008,Brigade_Bangalore,Bangalore,104375288,10-04-2026,19:02:09,makeup,Loose Powder,Faces Canada,1,296.43
ST1008,Brigade_Bangalore,Bangalore,104369411,10-04-2026,17:55:02,makeup,Lip Liner,NY Bae,1,359.93
